Unnamed: 0,shoporder,Model,ACL Machine Fault/Jam,Blade Does Not Pass Front Stop,Clips Out of Specification,Contamination,Continuity Fail,Cosmetic Defect,Damaged Front Blade Pushers,Damaged Harness Cable,Damaged due to Disassembly of Rework Process,Dent,Desired Pattern Not Found,Engineering Sample,Excess Grivory,Faded Logo,Fail Pull Testing,Front Stops Not Touching,Front and Middle Stops Not Touching,Fuse Switch,High Jaw Force,High Jaw Gap,Incorrect Configuration,Incorrect Insulation Orientation,Incorrect Soldered Latis Location,Incorrect/Missing Weld,Insulation Damage,Jaw Short,Label Wrinkled,Loose Knob Collar,Low Jaw Force,Low Jaw Gap,Middle Stops Not Touching,Misfeed,Open Handle,Opened Bag,Particulate Matter,Pin Hole Too Small,RF Firing Fail,Rough Jaw Actuation,Rough Knob Rotation,Scratched Logo,Squeaky Blade,Stuck Blade,Unable To Insert Blade Guide,Wire Exposure
822,1424657,EB015,0,0.0,0,0.0,0,0,0,1,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,3.0,6.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
859,1430073,EB015,0,0.0,0,0.0,5,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,3.0,1.0,0.0,0,0.0,3.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,0,0
955,1378317,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
999,1383370,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,40,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1010,1384122,EB015,0,1.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,3.0,0,0,0,1.0,5.0,0.0,0,0.0,0.0,4.0,0,0,48.0,6.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0
1058,1383795,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1059,1385552,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,1.0,0.0,0.0,0,0.0,9.0,3.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,2.0,0,0
1062,1388592,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
1063,1388509,EB015,0,0.0,0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,2.0,4.0,0.0,0,0.0,0.0,3.0,0,0,50.0,6.0,0,0,0,0,0,0,0,1.0,0,0,0,3.0,0,0
1071,1389997,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1072,1389999,EB015,0,0.0,0,0.0,4,0,0,0,0.0,0,0,0,0,0,0,4.0,0,0,0,4.0,17.0,0.0,0,0.0,3.0,4.0,0,0,2.0,5.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
1078,1390564,EB015,0,0.0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,2.0,5.0,0.0,0,0.0,2.0,7.0,0,0,0.0,1.0,1,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
1081,1390565,EB015,0,2.0,0,1.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,1.0,0.0,0,0.0,2.0,0.0,0,0,0.0,4.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0
1084,1390901,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,40,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1090,1392000,EB015,0,1.0,0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,5.0,0.0,0.0,0,0.0,1.0,0.0,0,0,2.0,5.0,0,0,0,0,0,0,0,10.0,0,0,0,0.0,0,0
1097,1392626,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,0.0,0.0,0,0.0,3.0,5.0,0,0,0.0,2.5,0,0,0,0,0,0,0,7.0,0,0,0,2.0,0,0
1107,1393991,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1119,1392627,EB015,0,1.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,2.0,0,0,0,4.0,0.0,4.0,0,0.0,2.0,0.0,0,0,0.0,6.0,0,0,0,0,0,0,0,6.0,0,0,0,0.0,0,0
1164,1394389,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1213,1396263,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1247,1346119,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,25,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1253,1347116,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,50,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1257,1346032,EB015,0,0.0,0,0.0,0,0,0,0,21.0,0,0,0,0,0,0,2.0,0,0,0,13.0,0.0,0.0,0,0.0,0.0,5.0,0,0,0.0,20.0,0,0,0,0,0,0,0,10.0,0,0,0,4.0,0,0
1266,1348800,EB015,0,0.0,0,0.0,0,0,0,0,20.0,0,0,0,0,0,0,0.0,0,0,0,21.0,0.0,0.0,0,0.0,0.0,12.0,0,0,12.0,118.0,0,0,0,0,0,0,0,5.0,0,0,0,12.0,0,0
1267,1349159,EB015,0,0.0,0,0.0,1,0,0,0,14.0,0,0,0,0,0,0,0.0,0,0,0,17.0,0.0,0.0,0,0.0,3.0,11.0,0,0,6.0,29.0,0,0,0,0,0,0,0,3.0,0,0,0,3.0,0,0
1269,1349121,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1270,1349590,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,21.0,0.0,0.0,0,0.0,0.0,18.0,0,0,2.0,11.0,0,0,0,0,0,0,0,2.0,0,0,0,5.0,0,0
1275,1350062,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1276,1350617,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1291,1351176,EB015,0,0.0,0,0.0,4,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,32.0,0.0,0.0,0,0.0,0.0,14.0,0,0,23.0,46.0,0,0,0,0,0,0,0,1.0,0,0,0,9.0,0,0
1292,1351179,EB015,0,0.0,0,0.0,2,0,0,0,7.5,0,0,0,0,0,0,0.0,0,0,0,17.0,2.0,0.0,0,0.0,5.0,3.0,0,0,0.0,25.0,1,0,0,0,0,0,0,1.0,0,0,0,5.0,0,0
1293,1352102,EB015,0,0.0,0,0.0,0,0,0,2,7.5,0,0,0,0,0,0,0.0,0,0,0,20.0,0.0,0.0,0,0.0,4.0,11.0,0,0,3.0,11.0,0,0,0,0,0,0,0,3.0,0,0,0,36.0,0,0
1299,1349643,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1300,1352103,EB015,0,0.0,0,0.0,0,0,0,0,6.0,0,0,0,0,0,0,0.0,0,0,0,27.0,0.0,0.0,0,0.0,5.0,10.0,0,0,0.0,17.0,0,0,0,0,0,0,0,0.0,0,0,0,12.0,0,0
1302,1352104,EB015,0,0.0,0,0.0,1,0,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,17.0,4.0,0.0,0,0.0,6.0,1.0,0,0,3.0,8.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,0,0
1309,1352799,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1311,1352797,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1312,1353277,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,9.0,0.0,0.0,0,0.0,9.0,3.0,0,0,26.0,10.0,0,0,0,0,0,0,0,6.0,0,0,0,2.0,0,0
1315,1353279,EB015,0,0.0,0,0.0,1,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,1,31.0,0.0,0.0,0,0.0,12.0,7.0,0,0,9.0,9.0,0,0,0,0,0,0,0,5.0,0,0,0,1.0,0,0
1317,1353309,EB015,0,0.0,0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,47.0,0.0,0.0,0,0.0,3.0,7.0,0,0,19.0,13.0,0,0,0,0,0,0,0,0.0,0,0,0,2.0,0,0
1324,1353320,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,3.0,0,0,0,11.0,0.0,0.0,0,0.0,4.0,4.0,0,0,6.0,19.0,0,0,0,0,0,0,0,4.0,0,0,0,3.0,0,0
1326,1353816,EB015,0,0.0,0,0.0,5,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,43.0,0.0,0.0,0,0.0,3.0,2.0,0,0,18.0,16.0,0,0,0,0,0,0,0,0.0,0,0,0,2.0,0,0
1329,1353817,EB015,0,0.0,0,0.0,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,25.0,0.0,0.0,0,0.0,0.0,6.0,0,0,10.0,26.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1330,1354747,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,3.0,0,0,0,24.0,0.0,0.0,0,0.0,4.0,5.0,0,0,10.0,11.0,0,0,0,0,0,0,0,7.0,0,0,0,1.0,0,0
1344,1354748,EB015,0,0.0,0,0.0,0,0,0,0,51.0,0,0,0,0,0,0,0.0,0,0,0,8.0,0.0,0.0,0,2.0,11.0,2.0,0,0,0.0,8.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
1348,1354749,EB015,0,0.0,0,0.0,0,0,0,0,15.0,0,0,0,0,0,0,0.0,0,0,0,1.0,3.0,0.0,0,0.0,1.0,5.0,0,0,0.0,6.0,0,0,0,0,0,0,0,5.0,0,0,0,2.0,0,0
1349,1354760,EB015,0,0.0,0,0.0,0,0,0,0,10.5,0,0,0,0,0,0,2.0,0,0,0,3.0,0.0,0.0,0,0.0,2.0,1.0,0,0,0.0,6.0,0,0,0,0,0,0,0,8.0,0,0,0,4.0,0,0
1352,1354887,EB015,0,0.0,0,0.0,0,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,4.0,0.0,0,0.0,4.0,3.0,0,0,0.0,3.0,0,0,0,0,0,0,0,7.0,0,0,0,4.0,0,0
1355,1354888,EB015,0,0.0,0,0.0,0,0,0,0,5.0,0,0,0,0,0,0,1.0,0,0,0,8.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,1.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
1357,1354889,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,0.0,0.0,0,0.0,3.0,5.0,0,0,0.0,13.0,0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,0
1363,1354891,EB015,0,0.0,0,0.0,0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,6.0,6.0,0,0,0.0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,3.0,0,0
1367,1356970,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,5.0,0,0,0,0,0,0,0,4.0,0,0,0,4.0,0,0
1372,1356971,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,5.0,3.0,0,0,0.0,10.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,0,0
1376,1356972,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,6.0,0,0,0.0,0.0,0,0,0,0,0,0,0,31.0,0,0,0,2.0,0,0
1382,1359805,EB015,0,0.0,0,0.0,0,0,0,0,11.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,2.0,5.0,0,0,0.0,3.0,0,0,0,0,0,0,0,5.0,0,0,0,0.0,0,0
1383,1359806,EB015,0,0.0,0,0.0,0,0,0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1391,1359807,EB015,0,4.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,3.0,0.0,0.0,0,0.0,5.0,8.0,0,0,0.0,8.0,0,0,0,0,0,0,0,6.0,0,0,0,0.0,0,0
1397,1362194,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,7.0,0,0,0.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1399,1362195,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,2.0,9.0,0,0,0.0,12.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1403,1362196,EB015,0,3.0,0,0.0,0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,6.0,0,0,0.0,16.0,0,0,0,0,0,0,0,3.0,0,0,0,8.0,0,0
1406,1362197,EB015,0,0.0,0,0.0,0,0,0,0,102.5,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,7.0,5.0,0,0,0.0,3.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,0,0
1409,1362198,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,3.0,4.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0
1414,1362199,EB015,0,0.0,0,0.0,0,0,0,0,25.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,1.0,0,0,0.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1415,1362200,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,2.0,0.0,0.0,0,0.0,6.0,25.0,0,0,0.0,1.0,0,0,0,0,0,0,0,9.0,0,0,0,1.0,0,0
1423,1363808,EB015,0,0.0,0,0.0,0,0,0,0,14.0,0,0,0,0,0,0,0.0,0,0,0,2.0,3.0,0.0,0,0.0,0.0,7.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,0,1.0,0,0
1425,1363810,EB015,0,0.0,0,0.0,0,0,0,0,10.0,0,0,0,0,0,0,0.0,0,0,0,13.0,3.0,0.0,0,0.0,0.0,8.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,0.0,0,0
1431,1365185,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,1.0,6.0,0,0,0.0,3.0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0
1432,1366141,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1436,1365186,EB015,0,0.0,0,0.0,0,0,0,0,5.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,7.0,0,0,0.0,15.0,0,0,0,0,0,0,0,4.0,0,0,0,9.0,0,0
1438,1365187,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,1.0,1.0,0.0,0,0.0,3.0,20.0,0,0,0.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
1440,1365188,EB015,0,1.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,4.0,0.0,0,0.0,4.0,18.0,0,0,0.0,15.0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0
1443,1366631,EB015,0,1.0,0,0.0,0,0,0,0,7.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,4.0,17.0,0,0,0.0,5.0,0,0,0,0,0,0,0,3.0,0,0,0,3.0,0,0
1445,1366632,EB015,0,0.0,0,0.0,0,1,0,0,1.0,0,0,0,0,0,0,0.0,0,0,0,9.0,0.0,0.0,0,1.0,2.0,2.0,0,0,0.0,8.0,0,0,0,0,0,0,0,2.0,0,0,0,1.0,0,0
1447,1366645,EB015,0,0.0,0,2.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,2.0,0.0,0,0.0,2.0,3.0,0,0,0.0,13.0,0,0,0,0,0,0,0,5.0,0,0,0,3.0,0,0
1461,1366648,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,1.0,3.0,0,0,0.0,6.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,0
1464,1366741,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,3.0,0,0,0,0,0,0,0,3.0,0,0,0,5.0,0,0
1479,1367780,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1.0,0.0,0,0.0,0.0,4.0,0,0,0.0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,0.0,0,0
1483,1367178,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,1,0,0.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,7.0,0,0,0,0,0,0,0,3.0,0,0,0,2.0,0,0
1487,1367822,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,2.0,0,0,0,0.0,0.0,0.0,0,0.0,3.0,3.0,0,0,0.0,4.0,0,0,0,0,0,0,0,4.0,0,0,0,0.0,0,0
1489,1368368,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,2.0,9.0,0.0,0,0.0,0.0,5.0,0,0,0.0,0.0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0
1491,1369769,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,4.0,3.0,0,0,0.0,2.0,0,0,0,0,0,0,0,2.0,0,0,0,3.0,0,0
1493,1369770,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,2.0,2.0,0.0,0,1.0,5.0,1.0,0,0,2.0,10.0,0,0,0,0,0,0,0,3.0,0,0,0,0.0,0,0
1497,1369020,EB015,0,1.0,0,0.0,5,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,12.0,0,0,0.0,1.0,0,0,0,0,0,0,0,2.0,0,0,0,4.0,0,0
1503,1369771,EB015,0,4.0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1.0,0,0,0,4.0,0.0,0.0,0,0.0,0.0,3.0,0,0,0.0,18.0,0,0,0,0,0,0,0,5.0,0,0,0,6.0,0,0
1513,1373611,EB015,0,0.0,0,0.0,0,0,0,0,0.0,0,0,17,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0
